card_number,distance_from_home,transaction_hour,merchant_category,merchant_type,merchant,currency,country,city,city_size,card_type,card_present,device,channel,high_risk_merchant,weekend_transaction,is_fraud,transaction_id,customer_id,timestamp,amount,device_fingerprint,ip_address,velocity_last_hour
5856226600000000.0,1.0,2.8255063e-06,Restaurant,physical,Truck Stop,RUB,Nigeria,Unknown City,medium,Premium Debit,False,Edge,pos,False,False,False,TX_6ec60b32,CUST_75896,2024-09-30 00:21:27.962985+00:00,2330.16,141ce457ad3acc1c1ef050dd2f26efb2,70.115.152.64,"{'num_transactions': 1177, 'total_amount': 161374870.73152494, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2055346.7515014743}"
6414695000000000.0,1.0,1.9825238e-06,Healthcare,booking,University Bookstore,BRL,Russia,Unknown City,medium,Gold Credit,False,Firefox,mobile,False,False,False,TX_b6a20802,CUST_61640,2024-09-30 00:18:21.852312+00:00,457.37,290cc87018529e04b9133477e443e609,199.133.131.206,"{'num_transactions': 568, 'total_amount': 13756408.511111423, 'unique_merchants': 103, 'unique_countries': 11, 'max_single_amount': 3336383.9095109226}"
5013963600000000.0,1.0,3.940242e-06,Grocery,airlines,Macy's,BRL,UK,Unknown City,large,Premium Debit,False,Chrome,pos,True,False,True,TX_b49cb928,CUST_76371,2024-09-30 00:18:50.532884+00:00,3690.03,3a135bb87335255ea222f594a07bce8d,179.16.100.203,"{'num_transactions': 460, 'total_amount': 14811662.129563842, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 3614999.0963568003}"
6157268000000000.0,0.99999785,1.9521974e-06,Entertainment,online,Urgent Care,BRL,Brazil,Unknown City,medium,Platinum Credit,False,Chrome,web,False,False,False,TX_96557a76,CUST_38032,2024-09-30 00:13:16.491111+00:00,696322.99,04d4cd14cd72f5e41cddb73cd739552e,190.87.2.215,"{'num_transactions': 1681, 'total_amount': 31200797.760877296, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 887973.3915560549}"
370065020000000.0,4.036675e-20,2.8579072e-06,Entertainment,events,Best Buy,USD,Japan,Unknown City,medium,Basic Debit,False,Edge,web,True,False,True,TX_c561e251,CUST_10335,2024-09-30 00:03:55.910390+00:00,4351.08,5608271266ebd7bdf513a4f5696b56fd,210.233.237.162,"{'num_transactions': 713, 'total_amount': 74043898.50492276, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1575746.0888341803}"
6709167300000000.0,3.7555216e-37,3.5310407e-08,Entertainment,transport,Ruth's Chris,BRL,Mexico,Unknown City,medium,Basic Credit,False,Chrome,web,True,False,False,TX_8c40d46c,CUST_41930,2024-09-30 00:07:54.679136+00:00,311.77,c099f50870e36db17c5ef7023b0df53a,243.165.82.48,"{'num_transactions': 182, 'total_amount': 2396534.532124899, 'unique_merchants': 80, 'unique_countries': 11, 'max_single_amount': 749185.7040797981}"
6706453000000000.0,4.507407e-30,1.5119117e-07,Gas,online,Mobil,CAD,Germany,Unknown City,medium,Premium Debit,False,Chrome,web,False,False,True,TX_feeeac48,CUST_59270,2024-09-30 00:12:36.593830+00:00,352.25,c2adcf37b475f887616de9d63e147924,178.58.29.97,"{'num_transactions': 983, 'total_amount': 24379213.591281496, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3754734.1980028762}"
5128111000000000.0,1.0,5.9774834e-06,Travel,supplies,Hulu,MXN,Germany,Unknown City,medium,Platinum Credit,False,Android App,web,True,False,False,TX_bb24cdee,CUST_60308,2024-09-30 00:17:04.599807+00:00,104921.0,fe94654b27e9c558415337e926078763,56.157.219.223,"{'num_transactions': 1130, 'total_amount': 33328136.226957034, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4791633.386904958}"
4471859600000000.0,1.0037269e-10,3.857908e-06,Education,transport,Highway Gas Stop,NGN,Mexico,Unknown City,medium,Premium Debit,False,Chrome,web,False,False,False,TX_9e5a3699,CUST_40333,2024-09-30 00:04:11.005702+00:00,2223.63,06c758221097143cf42b3d664b3dcf88,84.53.76.102,"{'num_transactions': 413, 'total_amount': 8549614.411844613, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 1084040.4987710665}"
5321048400000000.0,1.0,4.258706e-06,Gas,online,Walmart,JPY,Brazil,Unknown City,medium,Gold Credit,True,Safari,web,True,False,True,TX_a260acc6,CUST_76716,2024-09-30 00:11:31.843043+00:00,252.49,c626396a6285c58cbe3e0bf298f1a52b,38.77.206.4,"{'num_transactions': 1301, 'total_amount': 66235380.91965765, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1770251.549840222}"
370037670000000.0,3.4324814e-16,6.0791176e-06,Travel,events,Southwest,BRL,Russia,Unknown City,medium,Basic Debit,False,Edge,web,False,False,False,TX_31236e4e,CUST_53692,2024-09-30 00:19:46.287000+00:00,3542.16,144f17babe20b4fb43cc6836764f9eae,130.212.47.139,"{'num_transactions': 779, 'total_amount': 24929458.805863537, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 2335962.4888931685}"
5656723000000000.0,1.0,2.4858796e-06,Entertainment,physical,Xbox Live,MXN,Brazil,Unknown City,medium,Gold Credit,False,Android App,web,False,False,True,TX_3a8dff16,CUST_31119,2024-09-30 00:09:08.551619+00:00,12.18,e825d7e8733959a872149249de7cfe10,75.220.188.187,"{'num_transactions': 660, 'total_amount': 18880716.67163923, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1881829.1463276257}"
1843232300000000.0,1.5158159e-07,1.9823215e-06,Gas,transport,Marriott,CAD,Japan,Philadelphia,medium,Basic Credit,False,iOS App,pos,True,False,True,TX_18bceec5,CUST_18045,2024-09-30 00:05:11.510923+00:00,287.55,60a7bce7f82e15b629bcb9ca93de45b6,106.168.69.133,"{'num_transactions': 1184, 'total_amount': 23014852.743906677, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 944802.3190460302}"
4571830600000000.0,3.259231e-16,1.5534666e-06,Gas,airlines,University Bookstore,BRL,France,Unknown City,medium,Gold Credit,False,Edge,web,False,False,False,TX_a73c2e6d,CUST_12448,2024-09-30 00:01:58.758588+00:00,6104.71,52c88bd209b3ceb0b0b3fb8847dea33e,219.128.79.117,"{'num_transactions': 65, 'total_amount': 824401.7896234106, 'unique_merchants': 45, 'unique_countries': 11, 'max_single_amount': 244902.18458073976}"
370037840000000.0,5.548596e-26,2.684569e-06,Education,airlines,Morton's,NGN,Japan,Los Angeles,medium,Basic Debit,False,iOS App,mobile,False,False,False,TX_cffb1f7f,CUST_48046,2024-09-30 00:11:17.770870+00:00,153.91,f83e90d37ca2cd3d2b27e7d8a8f71e16,187.48.120.123,"{'num_transactions': 359, 'total_amount': 19028608.0573702, 'unique_merchants': 99, 'unique_countries': 12, 'max_single_amount': 1307149.763199299}"
5756497400000000.0,1.5238791e-26,3.0469977e-07,Grocery,medical,edX,BRL,France,Unknown City,medium,Basic Debit,False,Firefox,web,False,False,False,TX_0117ecfe,CUST_24256,2024-09-30 00:04:11.336007+00:00,499.99,e8fb7866ef8b06ae66571d5056285e1d,138.150.149.218,"{'num_transactions': 1658, 'total_amount': 52168681.35495613, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3210565.0502181025}"
6564675000000000.0,2.695291e-27,2.479368e-07,Entertainment,casual,Target,AUD,Russia,Unknown City,medium,Platinum Credit,False,iOS App,pos,False,False,False,TX_f2b0cb2d,CUST_98926,2024-09-30 00:06:43.137584+00:00,260.68,fc80b67290d6cdfe9b9b51804b97fbb8,31.28.146.243,"{'num_transactions': 1318, 'total_amount': 26402425.212698516, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1027304.1490670722}"
370422270000000.0,1.0,1.0693058e-06,Education,casual,Spotify,USD,Brazil,Unknown City,medium,Basic Credit,False,Chrome,pos,False,False,False,TX_ecf56aeb,CUST_51940,2024-09-30 00:13:16.718303+00:00,978.36,524e9fad3ab5d9bc7c79802b478f385d,248.212.35.58,"{'num_transactions': 747, 'total_amount': 37531743.70972202, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3338805.2312141075}"
370185680000000.0,1.0,9.2195575e-07,Travel,major,edX,USD,UK,Unknown City,medium,Premium Debit,False,Chip Reader,mobile,True,False,False,TX_348d9534,CUST_40992,2024-09-30 00:09:55.730823+00:00,920.96,c581469268e3dde886d86ca4cf2bec18,74.119.45.31,"{'num_transactions': 652, 'total_amount': 17720919.574420534, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1277972.7424017028}"
5158764700000000.0,1.0,2.8091304e-06,Restaurant,gaming,Red Lobster,USD,Mexico,Unknown City,medium,Platinum Credit,False,Firefox,mobile,False,False,False,TX_b13d61c6,CUST_45227,2024-09-30 00:11:35.939475+00:00,390.0,551eb97a86436878d5a2a3ad9cf8e8e1,148.157.162.215,"{'num_transactions': 1236, 'total_amount': 168174143.89056346, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3059141.991979787}"
5396147500000000.0,1.8975695e-18,7.44866e-07,Travel,online,Instacart,EUR,Japan,Unknown City,medium,Gold Credit,False,Firefox,web,False,False,False,TX_19d74786,CUST_66015,2024-09-30 00:14:16.731386+00:00,9863.18,9d863efec7f6c99b175a786012c9866b,98.195.107.107,"{'num_transactions': 593, 'total_amount': 14111766.722415375, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 941714.7531473547}"
6369931000000000.0,1.0,2.8209156e-06,Entertainment,supplies,Xbox Live,MXN,Mexico,Unknown City,medium,Premium Debit,False,Safari,pos,False,False,False,TX_c3f05ddd,CUST_93248,2024-09-30 00:18:50.872594+00:00,342.38,4c9ec2efb21c24d6eb10388f456d8061,255.123.33.166,"{'num_transactions': 805, 'total_amount': 248606158.05079076, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 3418300.9618077087}"
674935450000000.0,1.0,1.4114333e-06,Restaurant,physical,Texaco,JPY,Nigeria,Unknown City,medium,Basic Debit,False,Firefox,mobile,False,False,False,TX_f49bd062,CUST_61104,2024-09-30 00:21:57.661967+00:00,3.19,884d7f60ee8bfbe87460cda455dba4e0,204.120.153.205,"{'num_transactions': 901, 'total_amount': 32059052.389431223, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2590977.4916569474}"
5009528000000000.0,4.2614986e-27,2.2089455e-06,Healthcare,online,Whole Foods,NGN,Australia,Unknown City,medium,Basic Debit,False,Android App,pos,False,False,False,TX_26e5c834,CUST_14819,2024-09-30 00:18:41.652574+00:00,2870.24,fe564f1694bc9205529f7bdd580418ff,46.92.221.135,"{'num_transactions': 921, 'total_amount': 20698904.67632213, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 946137.7269832677}"
370037670000000.0,0.0,1.181488e-05,Healthcare,online,Uber,BRL,Brazil,Unknown City,medium,Basic Debit,False,Firefox,mobile,True,False,False,TX_ff6bca5b,CUST_52623,2024-09-30 00:20:27.129927+00:00,229.96,8233b7c9b67b020e448dfbf14d67ab47,206.109.201.33,"{'num_transactions': 1267, 'total_amount': 40271576.51378991, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 3582171.7625315757}"
4902184000000000.0,3.8700715e-27,2.3116127e-06,Grocery,events,Mobil,BRL,Australia,Unknown City,medium,Basic Credit,False,Safari,web,True,False,False,TX_f660e9e5,CUST_77918,2024-09-30 00:19:26.682896+00:00,959.15,ce0e9de0f2b7c98ddcf729bb3603642e,50.217.33.99,"{'num_transactions': 1461, 'total_amount': 83083145.52982698, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 5632025.005718465}"
375319370000000.0,1.0,7.914401e-07,Gas,major,DuaneReade,MXN,Australia,Unknown City,medium,Premium Debit,False,Chrome,pos,False,False,False,TX_f30f3667,CUST_81196,2024-09-30 00:11:45.307534+00:00,319641.2,f57b3718191256e5c39a9957596f434f,238.223.171.249,"{'num_transactions': 22, 'total_amount': 460214.35141840775, 'unique_merchants': 18, 'unique_countries': 6, 'max_single_amount': 381098.53149190475}"
5104246500000000.0,1.0,2.9241462e-06,Restaurant,streaming,Walmart Grocery,AUD,Singapore,Chicago,medium,Basic Debit,False,Android App,web,False,False,False,TX_7b90f2d2,CUST_27169,2024-09-30 00:02:49.898531+00:00,27080.53,4395abc27a3f1c775421ea828530eb11,244.130.240.166,"{'num_transactions': 480, 'total_amount': 18278808.143073067, 'unique_merchants': 100, 'unique_countries': 12, 'max_single_amount': 4924180.519007841}"
6360884000000000.0,1.0,2.5373279e-06,Retail,online,Udemy,NGN,Japan,Unknown City,medium,Basic Debit,False,Safari,web,True,False,False,TX_1c5b087b,CUST_17519,2024-09-30 00:17:55.129148+00:00,868.51,2abb6ccab66fd58ecd1501c9ee570d00,79.48.174.232,"{'num_transactions': 1017, 'total_amount': 22831467.060506053, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1982051.7926144155}"
3329320700000000.0,1.0,2.1594842e-06,Education,major,edX,RUB,Canada,Unknown City,medium,Gold Credit,True,Edge,web,True,False,True,TX_f7b99e8b,CUST_20686,2024-09-30 00:07:31.063380+00:00,566.08,81bfd83dc6146543b241507a28d8a5c2,107.163.111.180,"{'num_transactions': 359, 'total_amount': 19028608.0573702, 'unique_merchants': 99, 'unique_countries': 12, 'max_single_amount': 1307149.763199299}"
5528047600000000.0,1.0,2.986333e-06,Restaurant,pharmacy,Amazon,EUR,France,Unknown City,medium,Gold Credit,True,Chrome,pos,False,False,False,TX_9daa0d88,CUST_31091,2024-09-30 00:06:31.103323+00:00,676.86,d14f0675625229ac45829a3c7fd32e8f,74.119.45.31,"{'num_transactions': 936, 'total_amount': 31207985.815395784, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 5416612.717104444}"
370037670000000.0,4.8495548e-17,4.949713e-06,Education,premium,Xbox Live,AUD,Mexico,Unknown City,medium,Premium Debit,False,Firefox,web,False,False,False,TX_687e5a08,CUST_38923,2024-09-30 00:13:32.596308+00:00,7824.79,de19ae029c23733b3f8471f5e20e9da5,32.151.183.94,"{'num_transactions': 448, 'total_amount': 8243557.530694432, 'unique_merchants': 102, 'unique_countries': 11, 'max_single_amount': 1964539.4576156193}"
6256068000000000.0,1.0,2.6532903e-06,Restaurant,major,Nobu,NGN,Russia,Unknown City,medium,Gold Credit,False,Chip Reader,web,True,False,True,TX_05840388,CUST_29075,2024-09-30 00:09:42.326819+00:00,727.33,b141df819bb2c9232b37e62a7679f038,201.66.184.199,"{'num_transactions': 2173, 'total_amount': 77435901.9206969, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 5894352.278815923}"
370037700000000.0,0.9999995,1.7223091e-06,Healthcare,fast_food,DuaneReade,MXN,Japan,Unknown City,medium,Platinum Credit,False,Edge,web,False,False,True,TX_c7baa98a,CUST_80219,2024-09-30 00:11:19.935391+00:00,1119.04,0fada71b7beec56877403aeb1108a5e7,59.217.32.183,"{'num_transactions': 1027, 'total_amount': 21927176.61634585, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1892383.8073451002}"
6101741000000000.0,5.624008e-27,2.3625718e-07,Entertainment,hotels,Epic Games,CAD,Russia,Unknown City,medium,Basic Credit,False,Firefox,mobile,False,False,False,TX_f860b2d3,CUST_11913,2024-09-30 00:00:28.758598+00:00,0.3,065ecb5c35be1e7d2b1696a3e860a336,177.110.163.155,"{'num_transactions': 1210, 'total_amount': 23285101.629744284, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 707304.0567174943}"
5345684300000000.0,1.785791e-36,8.3799546e-07,Retail,fast_food,KFC,CAD,Russia,Unknown City,medium,Premium Debit,False,Chrome,mobile,False,False,False,TX_af3232cf,CUST_88749,2024-09-30 00:02:36.644466+00:00,51148.36,789b3ead1d4666a708d1f1c0efd58103,96.4.146.176,"{'num_transactions': 778, 'total_amount': 20393568.837866653, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1653772.5231143185}"
6122336000000000.0,1.0,2.3878265e-06,Gas,physical,Local Gas Station,MXN,Mexico,Unknown City,medium,Gold Credit,False,Firefox,web,False,False,False,TX_38ab4cc9,CUST_74279,2024-09-30 00:21:20.096887+00:00,192.13,406935c091ac1e382dd14fd8aa5a17d3,126.227.14.200,"{'num_transactions': 846, 'total_amount': 21492132.094791967, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3218635.1446050503}"
370140820000000.0,9.73518e-21,2.4535886e-06,Education,online,Home Depot,BRL,Canada,Unknown City,medium,Platinum Credit,False,iOS App,web,False,False,False,TX_56270239,CUST_81656,2024-09-30 00:03:12.505567+00:00,24458.66,e278c13b13ee1821ebee0976a771b690,248.66.26.44,"{'num_transactions': 494, 'total_amount': 17582890.02838795, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 1246317.4684827307}"
5223895700000000.0,9.391653e-05,1.7618278e-06,Travel,casual,Exxon,MXN,France,Unknown City,medium,Platinum Credit,False,NFC Payment,mobile,False,False,True,TX_0aa11465,CUST_33137,2024-09-30 00:15:24.355101+00:00,134987.49,f1660083e3afe6ac1470bccde43e02dc,214.51.41.201,"{'num_transactions': 1440, 'total_amount': 42522737.12290615, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4098955.939957237}"
370095860000000.0,1.0,1.2825207e-06,Entertainment,online,Local Gas Station,BRL,Brazil,Unknown City,medium,Basic Debit,False,iOS App,pos,False,False,False,TX_cba0eb89,CUST_29191,2024-09-30 00:08:59.045189+00:00,115165.54,eb4d349f70c3f2140f2704e2dfbca6ac,235.196.50.178,"{'num_transactions': 1321, 'total_amount': 20224499.241311844, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 637067.9880985297}"
4762984500000000.0,1.5166967e-22,4.107336e-06,Healthcare,casual,Chevron,EUR,Germany,Unknown City,medium,Basic Credit,False,Android App,mobile,False,False,True,TX_e39266bc,CUST_73877,2024-09-30 00:04:26.407686+00:00,101.61,952423b11bba7c6b0d155b304846a7c3,145.20.250.183,"{'num_transactions': 346, 'total_amount': 13544432.024109017, 'unique_merchants': 98, 'unique_countries': 12, 'max_single_amount': 1721513.2182047123}"
5023331500000000.0,9.201046e-25,3.668888e-06,Grocery,pharmacy,AliExpress,MXN,UK,Unknown City,medium,Basic Debit,False,iOS App,web,False,False,False,TX_8b07bba1,CUST_66223,2024-09-30 00:06:25.608371+00:00,475.01,cb1e67d73a3bb75f1fcafd80db5f1eef,15.40.216.110,"{'num_transactions': 984, 'total_amount': 28227751.718126994, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2239008.701930467}"
6255541500000000.0,4.0106024e-25,4.1060798e-07,Healthcare,transport,Walmart Grocery,BRL,France,Unknown City,medium,Basic Credit,True,Chrome,pos,False,False,True,TX_8247d907,CUST_24101,2024-09-30 00:00:53.729979+00:00,27337.55,e825d7e8733959a872149249de7cfe10,132.123.102.137,"{'num_transactions': 86, 'total_amount': 4345849.524204655, 'unique_merchants': 59, 'unique_countries': 11, 'max_single_amount': 3785861.024288147}"
5234370000000000.0,1.0,3.3158105e-06,Healthcare,gaming,Holiday Inn,BRL,Canada,Unknown City,medium,Basic Debit,False,Edge,web,True,False,False,TX_47741ffa,CUST_58337,2024-09-30 00:08:02.527224+00:00,235.17,4292a1bbe79d5ed9a5ab381523746b42,252.172.134.232,"{'num_transactions': 1021, 'total_amount': 75242921.20132545, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 5083116.125561507}"
372590400000000.0,1.0,7.432659e-07,Travel,booking,Amazon,USD,Singapore,Unknown City,medium,Basic Debit,False,iOS App,web,True,False,False,TX_fdff2012,CUST_79232,2024-09-30 00:09:52.298597+00:00,11374.63,6b27b758145a162732f29386289aa39a,158.87.56.82,"{'num_transactions': 232, 'total_amount': 7210486.990199627, 'unique_merchants': 86, 'unique_countries': 12, 'max_single_amount': 811533.8642512816}"
5398247000000000.0,4.1572692e-22,7.214273e-07,Healthcare,major,Regal Cinemas,AUD,Nigeria,Unknown City,medium,Platinum Credit,False,NFC Payment,web,False,False,False,TX_24f3bb74,CUST_24759,2024-09-30 00:06:03.535489+00:00,325.81,c854c028c13b60ce7305865559d5914b,149.24.166.169,"{'num_transactions': 1111, 'total_amount': 26229340.922354463, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1617522.970106079}"
6303753000000000.0,0.24961181,1.9595784e-06,Restaurant,premium,Chevron,USD,France,Unknown City,medium,Gold Credit,False,Android App,web,False,False,False,TX_fb49d90c,CUST_39913,2024-09-30 00:12:36.912474+00:00,242.24,00fc94241d2713a3a8a1113eec150441,184.120.40.6,"{'num_transactions': 756, 'total_amount': 22215151.22641143, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 3678925.7753115282}"
5104649000000000.0,1.0,2.3466941e-06,Entertainment,local,Ruth's Chris,NGN,Nigeria,Unknown City,medium,Premium Debit,False,Edge,mobile,True,False,False,TX_e4bbd87c,CUST_42241,2024-09-30 00:06:48.647332+00:00,1248.15,3b9f594088dd3135419327f1d1b7dbe7,244.26.98.184,"{'num_transactions': 870, 'total_amount': 194664529.16477695, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3335705.6379009765}"
370090150000000.0,1.5121685e-28,1.4610932e-06,Restaurant,medical,StubHub,NGN,Germany,Unknown City,medium,Basic Credit,False,Edge,web,False,False,True,TX_52837621,CUST_69959,2024-09-30 00:18:13.241620+00:00,25685.05,f4cff919e003ec9ae06bcf330836ab5a,71.14.177.242,"{'num_transactions': 246, 'total_amount': 6909342.449354743, 'unique_merchants': 86, 'unique_countries': 12, 'max_single_amount': 1277466.8349972651}"
4675116000000000.0,1.0,2.26586e-06,Gas,fast_food,Exxon,AUD,Australia,Unknown City,medium,Basic Credit,False,Edge,web,False,False,False,TX_cb051dbe,CUST_76680,2024-09-30 00:01:40.678301+00:00,275.81,c5c4d337a505e6b1d6f0397d3771fecb,56.129.214.228,"{'num_transactions': 256, 'total_amount': 8320264.5135777695, 'unique_merchants': 94, 'unique_countries': 12, 'max_single_amount': 1693775.9503854108}"
671555800000000.0,1.0,1.0831699e-06,Gas,casual,University Bookstore,BRL,Mexico,Los Angeles,medium,Basic Credit,False,Magnetic Stripe,web,True,False,True,TX_6804c764,CUST_22842,2024-09-30 00:15:53.491175+00:00,1643.72,ff0759e56cb0435c19d43fcbb40e3181,87.104.176.173,"{'num_transactions': 461, 'total_amount': 8154052.341242307, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 1004799.7449956747}"
371551140000000.0,6.979026e-11,1.5604469e-06,Gas,booking,BP,NGN,Brazil,Unknown City,medium,Basic Debit,False,Android App,web,False,False,False,TX_3f5e737c,CUST_88147,2024-09-30 00:16:05.904496+00:00,27944.31,0bb242df805f81dc5f6ceafe6658ab72,18.70.53.18,"{'num_transactions': 903, 'total_amount': 29176320.906877704, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3948323.1719467784}"
