card_number,distance_from_home,transaction_hour,merchant_category,merchant_type,merchant,currency,country,city,city_size,card_type,card_present,device,channel,high_risk_merchant,weekend_transaction,is_fraud,transaction_id,customer_id,timestamp,amount,device_fingerprint,ip_address,velocity_last_hour
5856226562801658.0,0.8292961983941419,0.0,Healthcare,streaming,CVS Pharmacy,GBP,Singapore,Unknown City,medium,Basic Credit,True,Firefox,mobile,False,False,False,TX_c38e23e7,CUST_26023,2024-09-30 00:05:05.184919+00:00,880075.81,4c77e49f-6700-48a0-96ed-c75cf4d0d7aa,238.132.172.51,"{'num_transactions': 1437, 'total_amount': 52270572.80270314, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3780592.62876847}"
6414695791591430.0,1.0,0.0,Entertainment,pharmacy,Exxon,USD,Nigeria,San Jose,medium,Basic Credit,False,iOS App,web,False,False,False,TX_54f831c6,CUST_51090,2024-09-30 00:22:03.256177+00:00,2025.55,bd626dfe-af08-4e26-9a05-2b77e559fc1c,5.64.43.31,"{'num_transactions': 1199, 'total_amount': 137525004.70289904, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1388440.9713025284}"
5013963611832322.0,1.0,0.0,Entertainment,online,Urgent Care,MXN,Brazil,San Antonio,medium,Basic Debit,False,Safari,web,False,False,False,TX_ce0b8e04,CUST_77221,2024-09-30 00:05:19.469980+00:00,24458.66,9ff6e364-f95e-4a50-a05a-0e86fb8a6c6d,23.208.220.133,"{'num_transactions': 1735, 'total_amount': 133326967.22502197, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 5045923.961592251}"
6157267799900158.0,0.0,0.0,Retail,physical,Chegg,RUB,UK,Unknown City,medium,Platinum Credit,False,Chrome,web,False,False,False,TX_1ee9379d,CUST_74820,2024-09-30 00:08:32.762389+00:00,29479.38,ab45c9e9-918b-47dd-b275-27467517bc67,74.8.170.100,"{'num_transactions': 175, 'total_amount': 3284350.725650417, 'unique_merchants': 78, 'unique_countries': 11, 'max_single_amount': 1728508.6855649755}"
370065018978302.0,0.36905294313383924,0.0,Education,casual,Holiday Inn,RUB,Russia,Unknown City,medium,Platinum Credit,True,Edge,mobile,False,False,True,TX_4c5616fa,CUST_10769,2024-09-30 00:14:45.428920+00:00,828.33,5cf2182d-44b7-4b44-9b82-ee815b0b3b68,123.185.176.126,"{'num_transactions': 369, 'total_amount': 41997158.75701437, 'unique_merchants': 98, 'unique_countries': 12, 'max_single_amount': 2209271.944717944}"
6709167876210686.0,0.0,0.0,Healthcare,streaming,Newegg,EUR,Russia,Unknown City,medium,Platinum Credit,False,Safari,mobile,True,False,True,TX_41d296f9,CUST_69735,2024-09-30 00:16:57.262228+00:00,507.4,112360cf-3169-4bca-ad0a-f1d7426eca44,142.105.249.21,"{'num_transactions': 194, 'total_amount': 30033752.321101774, 'unique_merchants': 85, 'unique_countries': 12, 'max_single_amount': 3347545.97656897}"
6706452920008703.0,0.3381131403965494,0.0,Entertainment,hotels,Coursera,MXN,Mexico,Unknown City,medium,Platinum Credit,True,Firefox,mobile,True,False,False,TX_50c04620,CUST_72955,2024-09-30 00:02:23.912630+00:00,317.34,01549349-1564-49cd-8be7-66a491ff4f6d,241.85.54.78,"{'num_transactions': 297, 'total_amount': 5535920.652202492, 'unique_merchants': 96, 'unique_countries': 12, 'max_single_amount': 763326.2953647511}"
5128110420787200.0,0.5480178921660863,0.0,Retail,online,Ruth's Chris,BRL,Canada,Unknown City,medium,Premium Debit,False,Android App,web,False,False,False,TX_d729bdfd,CUST_74925,2024-09-30 00:08:49.454023+00:00,50026.69,ac54c99f-46f5-4ffc-a3da-9cd6b422f628,85.83.58.182,"{'num_transactions': 720, 'total_amount': 42977244.83587718, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 3457974.018701192}"
4471859013746687.5,1.0,0.0,Entertainment,booking,Mobil,MXN,Brazil,Unknown City,medium,Platinum Credit,False,Safari,mobile,False,False,False,TX_5d7bb873,CUST_77969,2024-09-30 00:01:28.051142+00:00,29429.82,6bc5a8f4-1941-4589-956a-e41df62d6e75,251.112.177.165,"{'num_transactions': 265, 'total_amount': 10501907.178740546, 'unique_merchants': 92, 'unique_countries': 12, 'max_single_amount': 3913161.318814215}"
5321048404787199.0,0.8466569124440164,0.0,Entertainment,physical,Costco,JPY,Japan,Unknown City,medium,Platinum Credit,False,Edge,mobile,False,False,True,TX_0e769062,CUST_15311,2024-09-30 00:21:41.557535+00:00,363.99,d48020ed-0145-43a2-89cf-480fd7809cef,229.84.86.158,"{'num_transactions': 1130, 'total_amount': 38609346.08345666, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2235034.0139098046}"
370037672116224.5,0.0,0.0,Retail,online,BP,MXN,Brazil,Unknown City,medium,Basic Debit,False,Chrome,pos,False,False,True,TX_7a52e826,CUST_93104,2024-09-30 00:21:20.096887+00:00,213.71,03f61fdc-d033-42ac-8fcf-75ddaaecf2da,27.213.26.108,"{'num_transactions': 693, 'total_amount': 33711331.377693355, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1822425.9488332476}"
5656722647547901.0,0.3942932925375824,0.0,Travel,booking,Chegg,SGD,Nigeria,Dallas,medium,Premium Debit,True,Safari,web,False,False,False,TX_2976119d,CUST_63707,2024-09-30 00:16:38.088793+00:00,934.23,c3ccddb9-0a97-415f-9541-4f785caa15a4,134.82.164.104,"{'num_transactions': 856, 'total_amount': 35759035.68788255, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 5549881.823491612}"
1843232996589567.0,0.0,0.0,Retail,physical,Trader Joe's,BRL,Mexico,Unknown City,large,Basic Debit,False,Firefox,web,False,False,True,TX_dfbf0dd8,CUST_95305,2024-09-30 00:02:34.983174+00:00,7174.14,c36520a0-29d5-4775-99e0-e5ae1c08e037,71.201.19.183,"{'num_transactions': 56, 'total_amount': 1424504.0104770549, 'unique_merchants': 40, 'unique_countries': 9, 'max_single_amount': 845433.4082028238}"
4571830551576575.0,0.6997942158083473,0.0,Gas,events,AMC Theaters,MXN,Brazil,Unknown City,medium,Basic Debit,True,Edge,web,True,False,False,TX_9e0381dd,CUST_38693,2024-09-30 00:10:30.968479+00:00,25748.33,f2100948-0827-4381-ba78-5b1194d25c54,160.178.130.40,"{'num_transactions': 1362, 'total_amount': 46487067.06217968, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1783060.0910198763}"
370037839888383.8,1.0,0.0,Education,online,edX,JPY,Germany,Unknown City,medium,Gold Credit,False,Firefox,web,True,False,False,TX_36b73469,CUST_81932,2024-09-30 00:00:54.545302+00:00,558.57,972c1109-3d1d-46d9-a89d-5cade2c03698,159.217.81.227,"{'num_transactions': 2037, 'total_amount': 345791090.047821, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4324077.541796135}"
5756498495930370.0,0.0,0.0,Education,supplies,Shell,RUB,Nigeria,Unknown City,medium,Basic Credit,False,Edge,mobile,False,False,False,TX_e3caa8da,CUST_35658,2024-09-30 00:04:38.277095+00:00,740.15,c935b730-e90b-4230-a5d0-06ef7150455b,82.231.234.198,"{'num_transactions': 626, 'total_amount': 17258500.35517746, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1806205.022674272}"
6564675512696830.0,0.0,0.0,Healthcare,hotels,TGI Fridays,RUB,Brazil,Unknown City,medium,Platinum Credit,False,Chrome,mobile,False,False,True,TX_12dc21b5,CUST_94478,2024-09-30 00:00:02.544063+00:00,144.03,93a73ed4-62c3-4986-aac7-9adb72004cb6,120.176.25.157,"{'num_transactions': 534, 'total_amount': 18875937.62411305, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 3793012.031286924}"
370422273015808.06,1.0,0.0,Gas,major,MasterClass,NGN,Canada,Unknown City,medium,Platinum Credit,False,iOS App,web,True,False,False,TX_70b38f00,CUST_28431,2024-09-30 00:16:02.374214+00:00,5.25,73f1afd3-966e-44a3-b56c-0e8e91ad377e,81.170.209.64,"{'num_transactions': 924, 'total_amount': 39539085.02746233, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 5077737.809236993}"
370185680715776.44,1.0,0.0,Gas,events,Barnes & Noble,MXN,USA,Unknown City,medium,Basic Credit,False,Android App,web,True,False,True,TX_67a8d02d,CUST_12747,2024-09-30 00:15:33.113982+00:00,194.27,04c94810-5d17-4613-8b79-179dc2b3e431,115.11.121.207,"{'num_transactions': 629, 'total_amount': 18318419.375434857, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 2134776.4785756106}"
5158764139249659.0,1.0,0.0,Gas,online,AMC Theaters,BRL,Nigeria,Unknown City,large,Basic Debit,True,iOS App,web,False,False,True,TX_09176542,CUST_69150,2024-09-30 00:05:55.465548+00:00,1072.68,104ab171-b657-4bcf-bdb3-73ac1ddc3358,25.56.242.73,"{'num_transactions': 805, 'total_amount': 77769254.14853245, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3320872.4762069043}"
5396147518570496.0,0.0,0.0,Travel,fast_food,Highway Gas Stop,AUD,Nigeria,Unknown City,medium,Gold Credit,False,Android App,pos,False,False,False,TX_cf8dd2ba,CUST_75725,2024-09-30 00:01:42.821567+00:00,345184.14,2babd145-7d70-4dd5-870a-4dd6b659afee,232.48.171.229,"{'num_transactions': 1150, 'total_amount': 40724286.265378185, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3069908.8577704146}"
6369931494948862.0,0.9039617177465673,0.0,Entertainment,major,Nintendo eShop,BRL,Australia,Unknown City,medium,Premium Debit,False,Chrome,web,False,False,False,TX_6b0dd9c5,CUST_94654,2024-09-30 00:11:06.885057+00:00,332.95,48ff69d7-b4d5-4e55-b56c-f13a51e71e20,76.10.63.72,"{'num_transactions': 1186, 'total_amount': 256289368.6756533, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3711874.5149750733}"
674935320084475.9,1.0,0.0,Healthcare,physical,Coursera,SGD,Japan,Phoenix,medium,Basic Credit,True,Firefox,web,False,False,False,TX_4f1e0971,CUST_45773,2024-09-30 00:07:24.902832+00:00,397.39,64dba10c-0262-46fa-b959-2473d847fa50,116.68.183.166,"{'num_transactions': 1828, 'total_amount': 100651747.7173572, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4426437.397101428}"
5009528521228293.0,0.0,0.0,Entertainment,major,University Bookstore,CAD,Mexico,Unknown City,medium,Basic Credit,False,Safari,web,False,False,True,TX_f357951e,CUST_77435,2024-09-30 00:13:42.757187+00:00,105.35,ec85f49b-fc44-48a0-9b9d-b4e384b331fb,184.200.93.168,"{'num_transactions': 812, 'total_amount': 21028225.586524416, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2283580.8962142556}"
370037672116229.4,0.13667836916631998,0.0,Healthcare,online,Red Lobster,BRL,Russia,Unknown City,medium,Gold Credit,False,Safari,web,True,False,False,TX_5500439d,CUST_66886,2024-09-30 00:08:51.921415+00:00,410.44,79297e13-5793-47fe-9063-f29100cafc21,22.179.155.230,"{'num_transactions': 1306, 'total_amount': 78504470.5515781, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 6133830.927875305}"
4902183866728450.0,0.0,0.0,Restaurant,hotels,Nintendo eShop,RUB,Mexico,Unknown City,medium,Platinum Credit,False,Safari,mobile,False,False,False,TX_76516b31,CUST_76803,2024-09-30 00:11:07.949020+00:00,92717.07,9addc652-0893-45a0-849a-c31b1e8da78f,204.55.54.167,"{'num_transactions': 1099, 'total_amount': 30535455.67088427, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 5826604.943975629}"
375319374594047.0,1.0,0.0,Retail,local,Food Lion,GBP,Mexico,Unknown City,medium,Basic Credit,True,Safari,mobile,False,False,True,TX_84ead7a1,CUST_41551,2024-09-30 00:11:10.603389+00:00,46789.9,c2811934-a8ef-42dc-ba75-97bc4ead24a9,212.151.110.229,"{'num_transactions': 1504, 'total_amount': 46478693.51853196, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2915552.136067674}"
5104246508748797.0,0.15894537130135677,0.0,Healthcare,physical,AliExpress,SGD,Japan,Unknown City,medium,Gold Credit,False,Safari,web,False,False,True,TX_b41749fd,CUST_21394,2024-09-30 00:21:43.002460+00:00,78.5,069e5134-b0fa-43e9-9628-28eac04051b0,136.246.136.28,"{'num_transactions': 47, 'total_amount': 2203654.844379956, 'unique_merchants': 40, 'unique_countries': 9, 'max_single_amount': 967406.9596677825}"
6360884146339841.0,1.0,0.0,Entertainment,medical,Medical Center,EUR,Germany,Unknown City,medium,Gold Credit,False,Chrome,mobile,False,False,False,TX_fc14a70a,CUST_79092,2024-09-30 00:00:07.583345+00:00,479.88,ec86e7d1-4783-4c15-814c-34e84ab0e741,43.6.89.165,"{'num_transactions': 1138, 'total_amount': 55935523.28909769, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4107636.9383430453}"
3329321477341183.5,0.9806014040560312,0.0,Healthcare,major,Trader Joe's,BRL,Brazil,Los Angeles,medium,Platinum Credit,True,Safari,web,True,False,True,TX_5595b6f4,CUST_13890,2024-09-30 00:00:59.699776+00:00,279.18,9a8b1897-7aeb-4a79-a7f9-3bdbb3d1407e,245.11.140.113,"{'num_transactions': 1361, 'total_amount': 69427056.04351525, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4093393.712308538}"
5528047574843389.0,1.0,0.0,Education,streaming,Olive Garden,BRL,France,Unknown City,medium,Gold Credit,False,Safari,pos,False,False,False,TX_b07b0710,CUST_51606,2024-09-30 00:20:10.419249+00:00,774.22,8db253a4-67ab-4423-b6b2-f805eaa3009e,171.241.174.66,"{'num_transactions': 363, 'total_amount': 29502470.9722254, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 5886537.693213729}"
370037672116224.0,0.0,0.0,Healthcare,airlines,Barnes & Noble,NGN,Nigeria,Unknown City,medium,Platinum Credit,False,Chip Reader,web,True,False,False,TX_988969c4,CUST_90038,2024-09-30 00:18:58.702041+00:00,23508.33,16795cb2-2ba7-402f-8498-bb02115ea183,235.179.202.68,"{'num_transactions': 553, 'total_amount': 14449015.75212016, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 2085938.4819326564}"
6256068153835515.0,1.0,0.0,Retail,local,Hulu,RUB,Brazil,New York,medium,Premium Debit,False,Safari,web,False,False,False,TX_80c6b221,CUST_97313,2024-09-30 00:11:10.663042+00:00,6809.67,53fd3729-005d-4271-9887-a5ff31ec1762,137.175.97.114,"{'num_transactions': 208, 'total_amount': 5523745.642578239, 'unique_merchants': 90, 'unique_countries': 12, 'max_single_amount': 930978.7289802721}"
370037705670659.44,1.0,0.0,Gas,casual,DuaneReade,GBP,Nigeria,Unknown City,medium,Basic Debit,True,Safari,web,False,False,True,TX_d04fc187,CUST_20627,2024-09-30 00:18:19.404176+00:00,16.31,504c1fda-1db0-40df-b5b8-f76c2b6e68d2,29.21.151.69,"{'num_transactions': 1504, 'total_amount': 46478693.51853196, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2915552.136067674}"
6101740852084735.0,0.06466735627036925,0.0,Entertainment,supplies,Spotify,MXN,Brazil,Unknown City,medium,Premium Debit,False,iOS App,web,False,False,False,TX_f45e7fde,CUST_18792,2024-09-30 00:02:21.344056+00:00,143327.33,6f00e5e0-ad8b-42e4-b8b8-d5d44ae4731b,148.157.162.215,"{'num_transactions': 683, 'total_amount': 24526478.453312315, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2657509.3849114203}"
5345684337197057.0,0.1159504760737332,0.0,Gas,online,Expedia,CAD,Germany,Unknown City,medium,Gold Credit,False,Android App,web,False,False,False,TX_3ae71cbd,CUST_83969,2024-09-30 00:03:12.505567+00:00,1617.09,689d0801-4d85-4696-8b45-8f4e6e16a128,17.180.118.218,"{'num_transactions': 458, 'total_amount': 24626490.460414376, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 2303816.3537520003}"
6122336294010879.0,1.0,0.0,Restaurant,events,Hertz,USD,Russia,Unknown City,medium,Basic Debit,False,Chip Reader,mobile,False,False,False,TX_d04fc187,CUST_53001,2024-09-30 00:01:23.972166+00:00,413207.17,72eb1239-01dc-49da-ae9d-bace43421e70,199.147.165.50,"{'num_transactions': 795, 'total_amount': 53570114.97100017, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 3088958.7423651996}"
370140818440192.06,0.47077606477802375,0.0,Entertainment,pharmacy,Etsy,BRL,Nigeria,Unknown City,medium,Platinum Credit,False,Android App,mobile,True,False,True,TX_6abadfd4,CUST_86552,2024-09-30 00:12:24.747447+00:00,201529.83,a43fbce0-f994-4b2e-9af4-9c2f7bd62edf,217.7.226.251,"{'num_transactions': 679, 'total_amount': 19161095.22486567, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 2045956.8693534604}"
5223895707680768.0,0.0,0.0,Restaurant,fast_food,KFC,EUR,Australia,Unknown City,medium,Gold Credit,False,Safari,web,False,False,False,TX_f74cbc48,CUST_33897,2024-09-30 00:11:02.512852+00:00,8331.45,2e3b0d8d-34aa-459d-9f03-2db782a1637d,190.87.2.215,"{'num_transactions': 600, 'total_amount': 17663780.465854783, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4776733.368605039}"
370095855501310.0,1.0,0.0,Education,hotels,Instacart,CAD,Germany,Unknown City,medium,Basic Credit,False,Chrome,mobile,False,False,False,TX_c2c09fd9,CUST_78148,2024-09-30 00:16:04.911032+00:00,11287.76,a53d2fff-ee1e-4f73-9c34-8e1c37e70be3,169.239.175.83,"{'num_transactions': 1617, 'total_amount': 60924844.23567499, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3359642.765823105}"
4762985587277830.0,0.0,0.0,Grocery,medical,McDonald's,GBP,Singapore,Unknown City,medium,Platinum Credit,False,Safari,web,False,False,False,TX_aff306e1,CUST_33483,2024-09-30 00:02:15.769364+00:00,15365.68,c447fae3-31fc-48d1-b7e5-7e3acc033808,116.253.147.85,"{'num_transactions': 1304, 'total_amount': 36752693.298188515, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3009418.2965212576}"
5023332009246722.0,0.0,0.0,Entertainment,hotels,Local Gas Station,CAD,Germany,Unknown City,medium,Basic Debit,False,Safari,mobile,False,False,False,TX_24087843,CUST_58555,2024-09-30 00:02:47.560170+00:00,36.99,712785e6-a013-4955-a2bb-8ba84365af41,35.145.154.234,"{'num_transactions': 365, 'total_amount': 19075424.920787785, 'unique_merchants': 96, 'unique_countries': 12, 'max_single_amount': 4936935.3197118575}"
6255540946599940.0,0.0,0.0,Restaurant,streaming,Skillshare,NGN,Brazil,Unknown City,medium,Premium Debit,False,Android App,web,False,False,False,TX_f74cbc48,CUST_27159,2024-09-30 00:11:02.512852+00:00,1060.78,258dd2d4-a7d2-447b-ade8-0c3cbac8e560,16.174.63.57,"{'num_transactions': 906, 'total_amount': 75392911.70585452, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1066527.6242946258}"
5234370059173891.0,0.7986230845719096,0.0,Travel,medical,Trader Joe's,EUR,France,Unknown City,medium,Basic Debit,False,Chrome,mobile,True,False,True,TX_63e02e0f,CUST_90077,2024-09-30 00:04:04.541623+00:00,160.56,b76c78fb-db93-4583-b8bc-391359eb9a81,244.209.67.100,"{'num_transactions': 508, 'total_amount': 10222385.713068707, 'unique_merchants': 101, 'unique_countries': 12, 'max_single_amount': 799714.2720423451}"
372590392639488.44,1.0,0.0,Entertainment,supplies,Skillshare,NGN,UK,Unknown City,medium,Premium Debit,False,Safari,web,True,False,False,TX_ca07addc,CUST_45920,2024-09-30 00:21:51.966977+00:00,475.01,3ed1cd8c-9bc1-4512-b52d-394bb4a513cd,115.194.206.177,"{'num_transactions': 837, 'total_amount': 83733515.44690128, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1477772.9658348681}"
5398247220707332.0,0.26838110173041935,0.0,Restaurant,major,Rite Aid,RUB,France,Unknown City,medium,Premium Debit,False,Edge,web,True,False,True,TX_1c0af381,CUST_77121,2024-09-30 00:03:28.353344+00:00,2071.48,26408073-32dc-4dab-932b-faf3e03f173f,101.208.44.90,"{'num_transactions': 1122, 'total_amount': 28940383.901687514, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3455513.1108747055}"
6303753028239357.0,0.6800752178065652,0.0,Entertainment,booking,Publix,JPY,Singapore,Unknown City,medium,Platinum Credit,False,Android App,web,False,False,False,TX_49fc0b26,CUST_79479,2024-09-30 00:15:55.491719+00:00,1104.54,bcb1e498-cb25-44e8-ac71-4fe8122bcb59,238.118.101.39,"{'num_transactions': 486, 'total_amount': 12526289.083347604, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 1298456.2684226392}"
5104649161932798.0,1.0,0.0,Healthcare,events,Apple Music,NGN,Mexico,Unknown City,medium,Basic Credit,False,Edge,web,False,False,False,TX_93a7fea4,CUST_99475,2024-09-30 00:03:49.569300+00:00,5403.84,b0e7c82b-5ece-489d-9c55-9d9239f442eb,151.139.142.111,"{'num_transactions': 78, 'total_amount': 4363066.904571336, 'unique_merchants': 56, 'unique_countries': 9, 'max_single_amount': 217168.8145591428}"
370090151247867.2,0.0,0.0,Grocery,online,University Bookstore,GBP,Singapore,Unknown City,medium,Basic Debit,False,Safari,mobile,False,False,False,TX_347cfb13,CUST_29457,2024-09-30 00:21:06.719361+00:00,26112.91,1727893c-6230-4e53-84d1-74eefb5701ef,103.60.159.92,"{'num_transactions': 1031, 'total_amount': 37473651.51114421, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1519912.9497264493}"
4675115388239871.0,0.38944908635659437,0.0,Gas,major,Skillshare,RUB,Mexico,Unknown City,medium,Basic Debit,False,Edge,web,True,False,False,TX_52bf1d94,CUST_76557,2024-09-30 00:00:37.734117+00:00,25512.09,df04c8d4-7e85-4529-b279-4974a825030c,22.110.52.221,"{'num_transactions': 728, 'total_amount': 20883291.92121608, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 1929966.5706669372}"
671555851911167.5,0.7894965003992168,0.0,Retail,fast_food,Walmart Grocery,CAD,Mexico,Chicago,medium,Premium Debit,False,Chrome,web,False,False,True,TX_d0377706,CUST_87189,2024-09-30 00:11:06.992631+00:00,1839.28,8ebfd6b3-daac-4fc5-b4dc-df947dd6d939,36.248.208.57,"{'num_transactions': 1207, 'total_amount': 99319964.40553916, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1004418.9016466128}"
371551144771582.75,0.0,0.0,Travel,online,Olive Garden,AUD,Nigeria,Unknown City,medium,Basic Debit,False,Safari,web,False,False,False,TX_c5f0edaa,CUST_88953,2024-09-30 00:14:17.595270+00:00,231057.08,b58f920b-0f4f-41f5-b5b8-7672c6c64b02,50.53.5.175,"{'num_transactions': 318, 'total_amount': 7116390.2814094415, 'unique_merchants': 95, 'unique_countries': 12, 'max_single_amount': 978654.0797937851}"
